Codice;Sigla;Descrizione Prodotto;Listino Febbraio 2026 Euro cad.;
WN1QY;BM3RSBK-6P3;INTERRUTTORE PROTETTORE MAGNETICO 6.3A 100kA; 	58,36 ;
WN1RB;BM3RSBK-010;INTERRUTTORE PROTETTORE MAGNETICO 10A 100kA; 	64,62 ;
WN1RE;BM3RSBK-013;INTERRUTTORE PROTETTORE MAGNETICO 13A 50kA; 	64,62 ;
WN1RH;BM3RSBK-016;INTERRUTTORE PROTETTORE MAGNETICO 16A 25kA; 	64,62 ;
WN1RL;BM3RSBK-020;INTERRUTTORE PROTETTORE MAGNETICO 20A 25kA; 	73,63 ;
WN1RP;BM3RSBK-025;INTERRUTTORE PROTETTORE MAGNETICO 25A 25kA; 	80,57 ;
WN1RS;BM3RSBK-032;INTERRUTTORE PROTETTORE MAGNETICO 32A 25kA; 	80,57 ;
Interruttori Magnetici Protezione Motore - Serie BM3 - Grandezza fino 32 A - Manovra Rotativa Icu 100/50 kA;;;;
WN1SP;BM3RHBK-P16;INTERRUTTORE PROTETTORE MAGNETICO 0.16A 100kA; 	61,78 ;
WN1SS;BM3RHBK-P25;INTERRUTTORE PROTETTORE MAGNETICO 0.25A 100kA; 	61,78 ;
WN1SV;BM3RHBK-P40;INTERRUTTORE PROTETTORE MAGNETICO 0.4A 100kA; 	61,78 ;
WN1SY;BM3RHBK-P63;INTERRUTTORE PROTETTORE MAGNETICO 0.63A 100kA; 	61,78 ;
WN1TV;BM3RHBK-001;INTERRUTTORE PROTETTORE MAGNETICO 1A 100kA; 	61,78 ;
WN1TY;BM3RHBK-1P6;INTERRUTTORE PROTETTORE MAGNETICO 1.6A 100kA; 	61,78 ;
WN1UB;BM3RHBK-2P5;INTERRUTTORE PROTETTORE MAGNETICO 2.5A 100kA; 	61,78 ;
WN1UE;BM3RHBK-004;INTERRUTTORE PROTETTORE MAGNETICO 4A 100kA; 	61,78 ;
WN1UH;BM3RHBK-6P3;INTERRUTTORE PROTETTORE MAGNETICO 6.3A 100kA; 	61,78 ;
WN1UL;BM3RHBK-010;INTERRUTTORE PROTETTORE MAGNETICO 10A 100kA; 	70,88 ;
WN1UP;BM3RHBK-013;INTERRUTTORE PROTETTORE MAGNETICO 13A 100kA; 	70,88 ;
WN1US;BM3RHBK-016;INTERRUTTORE PROTETTORE MAGNETICO 16A 50kA; 	70,88 ;
WN1UV;BM3RHBK-020;INTERRUTTORE PROTETTORE MAGNETICO 20A 50kA; 	79,26 ;
WN1UY;BM3RHBK-025;INTERRUTTORE PROTETTORE MAGNETICO 25A 50kA; 	89,61 ;
WN1VB;BM3RHBK-032;INTERRUTTORE PROTETTORE MAGNETICO 32A 50kA; 	89,61 ;
Interruttori Magnetici Protezione Motori - Serie BM3 - Grandezza fino 63 A - Manovra Rotativa Icu 100/50/25 kA;;;;
WN1VY;BM3VSBK-010;INTERRUTTORE PROTETTORE MAGNETICO 10A 100kA; 	133,20 ;
WN1WB;BM3VSBK-013;INTERRUTTORE PROTETTORE MAGNETICO 13A 50kA; 	133,20 ;
WN1WE;BM3VSBK-016;INTERRUTTORE PROTETTORE MAGNETICO 16A 25kA; 	133,20 ;
WN1WH;BM3VSBK-020;INTERRUTTORE PROTETTORE MAGNETICO 20A 25kA; 	162,20 ;
WN1WL;BM3VSBK-025;INTERRUTTORE PROTETTORE MAGNETICO 25A 25kA; 	162,20 ;
WN1WP;BM3VSBK-032;INTERRUTTORE PROTETTORE MAGNETICO 32A 25kA; 	162,20 ;
WN1WS;BM3VSBK-040;INTERRUTTORE PROTETTORE MAGNETICO 40A 25kA; 	162,20 ;
WN1WV;BM3VSBK-050;INTERRUTTORE PROTETTORE MAGNETICO 50A 25kA; 	183,30 ;
WN1WY;BM3VSBK-063;INTERRUTTORE PROTETTORE MAGNETICO 63A 25kA; 	183,30 ;
Interruttori Magnetici Protezione Motore - Serie BM3 - Grandezza fino 63 A - Manovra Rotativa Icu 100/50 kA;;;;
WN1XV;BM3VHBK-010;INTERRUTTORE PROTETTORE MAGNETICO 10A 100kA; 	139,90 ;
WN1XY;BM3VHBK-013;INTERRUTTORE PROTETTORE MAGNETICO 13A 100kA; 	139,90 ;
WN1YB;BM3VHBK-016;INTERRUTTORE PROTETTORE MAGNETICO 16A 50kA; 	139,90 ;
WN1YE;BM3VHBK-020;INTERRUTTORE PROTETTORE MAGNETICO 20A 50kA; 	196,50 ;
WN1YH;BM3VHBK-025;INTERRUTTORE PROTETTORE MAGNETICO 25A 50kA; 	196,50 ;
WN1YL;BM3VHBK-032;INTERRUTTORE PROTETTORE MAGNETICO 32A 50kA; 	196,50 ;
WN1YP;BM3VHBK-040;INTERRUTTORE PROTETTORE MAGNETICO 40A 50kA; 	196,50 ;
WN1YS;BM3VHBK-050;INTERRUTTORE PROTETTORE MAGNETICO 50A 50kA; 	204,40 ;
WN1YV;BM3VHBK-063;INTERRUTTORE PROTETTORE MAGNETICO 63A 50kA; 	204,40 ;
Accessori  per Serie BM3 - Contatti Ausiliari;;;;
WN3EU;BZ0WIA;CONTATTO AUSILIARIO 1NA INTERNO; 	6,78 ;
WN3EW;BZ0WIB;CONTATTO AUSILIARIO 1NC INTERNO; 	6,78 ;
WN3EY;BZ0WUAAL;CONTATTO AUSILIARIO 2NA LATERALE SINISTRO; 	9,17 ;
WN3FA;BZ0WUAAR;CONTATTO AUSILIARIO 2NA LATERALE DESTRO; 	9,17 ;
WN3FC;BZ0WUABL;CONTATTO AUSILIARIO 1NA + 1NC LATERALE SINISTRO; 	9,17 ;
WN3FE;BZ0WUABR;CONTATTO AUSILIARIO 1NA + 1NC LATERALE DESTRO; 	9,17 ;
WN3FG;BZ0WUBBL;CONTATTO AUSILIARIO 2NC LATERALE SINISTRO; 	9,17 ;
WN3FJ;BZ0WUBBR;CONTATTO AUSILIARIO 2NC LATERALE DESTRO; 	9,17 ;
Accessori  per Serie BM3- Contatti di Allarme;;;;
WN3EE;BZ0KIA;CONTATTO DI ALLARME 1 NA INTERNO; 	7,49 ;
WN3EG;BZ0KIB;CONTATTO DI ALLARME 1 NC INTERNO; 	7,49 ;
WN3EK;BZ0WKUAA;CONTATTO DI ALLARME 1 NA / AUSILIARIO 1NA LATERALE SINISTRO; 	13,91 ;
WN3EM;BZ0WKUAB;CONTATTO DI ALLARME 1 NC / AUSILIARIO 1NA LATERALE SINISTRO; 	13,91 ;
WN3EP;BZ0WKUBA;CONTATTO DI ALLARME 1 NA / AUSILIARIO 1NC LATERALE SINISTRO; 	13,91 ;
WN3ER;BZ0WKUBB;CONTATTO DI ALLARME 1 NC / AUSILIARIO 1NC LATERALE SINISTRO; 	13,91 ;
WN3GD;BZ0TKUAB;CONTATTO DI ALLARME CORTO CIRCUITO 1 NA + 1NC LATERALE SINISTRO; 	16,48 ;
Accessori  per Serie BM3  - Accessori - Bobine di Sgancio;;;;
WN3GK;BZ0FAZU;BOBINA DI SGANCIO A LANCIO DI CORRENTE 24V 50/60Hz; 	26,37 ;
WN3GM;BZ0FCZU;BOBINA DI SGANCIO A LANCIO DI CORRENTE 48V 50Hz/60V 60Hz; 	26,37 ;
WN3GP;BZ0FDZU;BOBINA DI SGANCIO A LANCIO DI CORRENTE 110V 50Hz/120V 60Hz; 	26,37 ;
WN3GR;BZ0FFZU;BOBINA DI SGANCIO A LANCIO DI CORRENTE 230V 50Hz/240V 60Hz; 	26,37 ;
WN3GT;BZ0FHZU;BOBINA DI SGANCIO A LANCIO DI CORRENTE 380-400V 50Hz; 	26,37 ;
WN3GV;BZ0FIZU;BOBINA DI SGANCIO A LANCIO DI CORRENTE 415V 50Hz/460V 60Hz; 	26,37 ;
WN3GX;BZ0FJZU;BOBINA DI SGANCIO A LANCIO DI CORRENTE 500V 50Hz/600V 60Hz; 	26,37 ;
WN3GZ;BZ0FKZUD;BOBINA DI SGANCIO A LANCIO DI CORRENTE 24-60V DC; 	26,37 ;
WN3HB;BZ0FLZUD;BOBINA DI SGANCIO A LANCIO DI CORRENTE 110-240V DC; 	26,37 ;
Accessori  per Serie BM3 -  Bobine di Minima;;;;
WN3HN;BZ0RAZ1U;BOBINA DI SGANCIO MINIMA TENSIONE 24V 50Hz; 	26,37 ;
WN3HS;BZ0RBZ1U;BOBINA DI SGANCIO MINIMA TENSIONE 48V 50Hz; 	26,37 ;
WN3HU;BZ0RDZU;BOBINA DI SGANCIO MINIMA TENSIONE 110V 50Hz/120V 60Hz; 	26,37 ;
WN3HW;BZ0RFZU;BOBINA DI SGANCIO MINIMA TENSIONE 230V 50Hz/240V 60Hz; 	26,37 ;
WN3HY;BZ0RHZU;BOBINA DI SGANCIO MINIMA TENSIONE 380-400V 50Hz; 	26,37 ;
WN3JA;BZ0RIZU;BOBINA DI SGANCIO MINIMA TENSIONE 415V 50Hz/460V 60Hz; 	26,37 ;
WN3JC;BZ0RJZU;BOBINA DI SGANCIO MINIMA TENSIONE 500V 50Hz/600V 60Hz; 	26,37 ;
WN3JP;BZ0RAZ1LKU;BOBINA DI SGANCIO MINIMA TENSIONE 24V 50Hz 2NA ant. Solo per BM3RSB; 	39,70 ;
WN3JR;BZ0RBZ1LKU;BOBINA DI SGANCIO MINIMA TENSIONE 48V 50Hz 2NA ant. Solo per BM3RSB ; 	39,70 ;
WN3JT;BZ0RDZLKU;BOBINA DI SGANCIO MINIMA TENSIONE 115V 50Hz/120V 60Hz 2NA ant. Solo per BM3RSB; 	39,70 ;
WN3JV;BZ0RFZLKU;BOBINA DI SGANCIO MINIMA TENSIONE 230V 50Hz/240V 60Hz 2NA ant. Solo per BM3RSB ; 	39,70 ;
WN3JX;BZ0RHZLKU;BOBINA DI SGANCIO MINIMA TENSIONE 380-400V 50Hz 2NA ant. Solo per BM3RSB; 	39,70 ;
WN3JZ;BZ0RIZLKU;BOBINA DI SGANCIO MINIMA TENSIONE 415V 50Hz/460V 60Hz 2NA ant. Solo per BM3RSB; 	39,70 ;
WN3KB;BZ0RJZLKU;BOBINA DI SGANCIO MINIMA TENSIONE 500V 50Hz/600V 60Hz 2NA ant. Solo per BM3RSB; 	39,70 ;
WN3KD;BZ0RAZ1LTU;BOBINA DI SGANCIO MINIMA TENSIONE 24V 50Hz Solo per BM3RHB-VSB-VHB; 	39,70 ;
WN3KF;BZ0RBZ1LTU;BOBINA DI SGANCIO MINIMA TENSIONE 48V 50Hz Solo per BM3RHB-VSB-VHB; 	39,70 ;
WN3KH;BZ0RDZLTU;BOBINA DI SGANCIO MINIMA TENSIONE 115V 50Hz/120V 60Hz Solo per BM3RHB-VSB-VHB; 	39,70 ;
WN3KK;BZ0RFZLTU;BOBINA DI SGANCIO MINIMA TENSIONE 230V 50Hz/240V 60Hz Solo per BM3RHB-VSB-VHB; 	39,70 ;
WN3KM;BZ0RHZLTU;BOBINA DI SGANCIO MINIMA TENSIONE 380-400V 50Hz Solo per BM3RHB-VSB-VHB; 	39,70 ;
WN3KP;BZ0RIZLTU;BOBINA DI SGANCIO MINIMA TENSIONE 415V 50Hz/460V 60Hz Solo per BM3RHB-VSB-VHB; 	39,70 ;
WN3KR;BZ0RJZLTU;BOBINA DI SGANCIO MINIMA TENSIONE 500V 50Hz/600V 60Hz Solo per BM3RHB-VSB-VHB; 	39,70 ;
WN3LA;BZ0TCV;COPRIMORSETTI PER INTERRUTTORI PROTEZIONE MOTORI Solo per BM3VSB-VHB; 	4,28 ;
WN3LC;BZ0TCRE;COPRIMORSETTI PER UTILIZZO CONFORME A UL CSA Solo per BM3 RSB/RHB; 	29,86 ;
Accessori  per Serie BM3- Vari;;;;
WN3FQ;BZ0VYRL;MANIGLIA PER COMANDO RINVIATO GIALLO/ROSSA Solo per BM3RHB; 	31,98 ;
WN3FS;BZ0VYRM;MANIGLIA PER COMANDO RINVIATO GIALLO/ROSSA Solo per BM3VSB-VHB; 	31,98 ;
WN3FY;BZ0VBBL;MANIGLIA PER COMANDO RINVIATO NERA Solo per BM3RHB; 	30,26 ;
WN3GA;BZ0VBBM;MANIGLIA PER COMANDO RINVIATO NERA Solo per BM3VSB-VHB ; 	30,26 ;
WN4B4;CADAT   ;ADATTATORE X CUST CON BM£RSB PER UTILIZZO BM3RSB + BOBINA MINIMA TENSIONE CON 2NA ant. In Esaurimento; 	5,94 ;
WN4CC;CPUL-M;PULSANTE DI EMERGENZA A FUNGO CON RITORNO A MOLLA PER CUSTODIE CON BM3RSB In Esaurimento; 	20,17 ;
WN4GA;ESB-G-MS1;MORSETTO DI ALIMENTAZIONE A FORCELLA TRIFASE PER SBARRE Solo per BM3RSB-RHB; 	11,90 ;
WN4DY;MSS-3L-M4-45;SBARRE PASSO 45mm PER 4 BM3RSB-RHB In Esaurimento; 	10,57 ;
WN4EE;MSS-3L-M5-1HI-45+9;SBARRE PASSO 54mm PER 5 BM3RSB-RHB + 9mm cont. Laterale In Esaurimento; 	15,44 ;
WN4GC;G-3L-MS-2-45-14 SO;SBARRE A FORCELLA PASSO 45mm PER 2 BM3RSB-RHB; 	10,52 ;
WN4GD;G-3L-MS-3-45-14 SO;SBARRE A FORCELLA PASSO 45mm PER 3 BM3RSB-RHB; 	13,70 ;
WN4GE;G-3L-MS-4-45-14 SO;SBARRE A FORCELLA PASSO 45mm PER 4 BM3RSB-RHB; 	14,98 ;
WN4GF;G-3L-MS-5-45-14 SO;SBARRE A FORCELLA PASSO 45mm PER 5 BM3RSB-RHB; 	16,58 ;
WN4GH;G-3L-MS-2-45+9-14;SBARRE A FORCELLA PASSO 54mm PER 2 BM3RSB-RHB + 9mm cont. laterale; 	11,94 ;
WN4GJ;G-3L-MS-3-45+9-14;SBARRE A FORCELLA PASSO 54mm PER 3 BM3RSB-RHB + 9mm cont. laterale; 	14,71 ;
WN4GK;G-3L-MS-4-45+9-14;SBARRE A FORCELLA PASSO 54mm PER 4 BM3RSB-RHB + 9mm cont. laterale; 	18,40 ;
WN4GL;G-3L-MS-5-45+9-14;SBARRE A FORCELLA PASSO 54mm PER 5 BM3RSB-RHB + 9mm cont. laterale; 	16,91 ;
WN4EF;MSS-3L-M2-54;SBARRE PASSO 55mm PER 2 BM3VSB-VHB; 	15,98 ;
WN4EG;MSS-3L-M3-54;SBARRE PASSO 55mm PER 3 BM3VSB-VHB; 	21,53 ;
WN4EN;MSS-3L-M4-54;SBARRE PASSO 55mm PER 4 BM3VSB-VHB; 	28,66 ;
WN4EP;MSS-3L-M2-1HI-54+9;SBARRE PASSO 64mm PER 2 BM3VSB-VHB + 9mm cont. laterale; 	16,90 ;
WN4EQ;MSS-3L-M3-1HI-54+9;SBARRE PASSO 64mm PER 3 BM3VSB-VHB + 9mm cont. laterale; 	23,73 ;
WN4ER;MSS-3L-M4-1HI-54+9;SBARRE PASSO 64mm PER 4 BM3VSB-VHB + 9mm cont. laterale; 	31,53 ;
WN4EX;MSS-3L-M2-2HI-54+18;SBARRE PASSO 73mm PER 2 BM3VSB-VHB + 18mm o 2x9mm cont. laterale; 	19,62 ;
WN4EY;MSS-3L-M4-2HI-54+18;SBARRE PASSO 73mm PER 4 BM3VSB-VHB + 18mm o 2x9mm cont. laterale; 	35,71 ;
WN4EZ;BS-MS-O;CALOTTA ISOLANTE PER TERMINALI A SBARRE INUTILIZZATI PER BM3RSB-RHB; 	2,23 ;
WN4E1;BS-MS-4;CALOTTA ISOLANTE PER TERMINALI A SBARRE INUTILIZZATI PER BM3VSB-VHB; 	2,53 ;
WN4E3;BZ0LRK12AA;LINK DI COLLEGAMENTO BM3RSB-RHB CON MINICONT. SK09 / SK12 VERSIONE AC/DC; 	10,82 ;
WN4E9;BZ0LRE22AA;KIT DI COLLEGAMENTO BM3RSB-RHB CON CONT. SC-E02,03,04,05 VERSIONI AC; 	7,78 ;
WN4FA;BZ0LRE22GA;KIT DI COLLEGAMENTO BM3RSB-RHB CON CONT. SC-E02/G,03/G,04/G,05/G VERSIONI DC; 	7,78 ;
WN4FD;BZ0LRE32AA;KIT DI COLLEGAMENTO BM3RSB-RHB CON CONT. SC-E1 VERSIONI AC; 	8,49 ;
WN4FE;BZ0LRE32GA;KIT DI COLLEGAMENTO BM3RSB-RHB CON CONT. SC-E1/G VERSIONI DC; 	8,72 ;
WN4FH;BZ0LVE51AA;KIT DI COLLEGAMENTO BM3VSB-VHB CON CONT. SC-E1, SC-E2, SC-E2S VERSIONI AC; 	8,57 ;
WN4FJ;BZ0LVE51GA;KIT DI COLLEGAMENTO BM3VSB-VHB CON CONT. SC-E1/G, SC-E2/G, SC-E2S/G VERSIONI DC; 	8,72 ;
WN4FM;BZ0LVE65AA;KIT DI COLLEGAMENTO BM3VSB-VHB CON CONT. SC-E3 VERSIONI AC; 	18,84 ;
WN4FN;BZ0LVE65GA;KIT DI COLLEGAMENTO BM3RSB-RHBCON CONT. SC-E3/G VERSIONI DC; 	18,84 ;
WN4FQ;BZ0BPRE22A;BASE DI SUPPORTO x MONTAGGIO PARTENZA MOTORE SU GUIDA DIN 35mm x BM3RSB-RHB + SC-E02-E03-E04-E05 AC/DC ; 	17,10 ;
WN4FT;BZ0BPRE32A;BASE DI SUPPORTO x MONTAGGIO PARTENZA MOTORE SU GUIDA DIN 35mm x BM3RSB-RHB + SC-E1 AC/DC ; 	18,24 ;
WN4FW;BZ0BPVE51A;BASE DI SUPPORTO x MONTAGGIO PARTENZA MOTORE SU GUIDA DIN 35mm x BM3VSB-VHB + SC-E1-E2-E2S AC/DC; 	20,43 ;
WN4FZ;BZ0BPVE65A;BASE DI SUPPORTO x MONTAGGIO PARTENZA MOTORE SU GUIDA DIN 35mm x BM3VSB-VHB + SC-E3 AC/DC; 	23,18 ;
PROTEZIONE E SEZIONAMENTO IMPIANTI FOTOVOLTAICI;;;;
Interruttori Sezionatori - 2 Poli - Serie LS per Fotovoltaico;;;;
FG1QY;LS16 SMA A2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 16A 600Vdc 9A 1000Vdc MAN.NERA; 	72,25 ;
FG1R1;LS25 SMA A2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 25A 600Vdc 11A 1000Vdc MAN.NERA; 	81,28 ;
FG1R2;LS32 SMA A2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 32A 600Vdc 13A 1000Vdc MAN.NERA; 	94,80 ;
FG1R4;LS16 SMA A2+2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 29A 600Vdc 9A 1000Vdc MAN.NERA; 	97,82 ;
FG1R5;LS25 SMA A2+2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 45A 600Vdc 11A 1000Vdc MAN.NERA; 	117,40 ;
FG1R6;LS32 SMA A2+2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 50A 600Vdc 13A 1000Vdc MAN.NERA; 	134,10 ;
FG1UA;LS16 SMAH1 A2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 16A 600Vdc 9A 1000Vdc MAN.NERA LUCCHETTABILE; 	79,77 ;
FG1UC;LS25 SMAH1 A2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 25A 600Vdc 11A 1000Vdc MAN.NERA LUCCHETTABILE; 	88,80 ;
FG1UD;LS32 SMAH1 A2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 32A 600Vdc 13A 1000Vdc MAN.NERA LUCCHETTABILE; 	103,80 ;
FG1UF;LS16 SMAH1 A2+2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 29A 600Vdc 9A 1000Vdc MAN.NERA LUCCHETTABILE; 	108,40 ;
FG1UG;LS25 SMAH1 A2+2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 45A 600Vdc 11A 1000Vdc MAN.NERA LUCCHETTABILE; 	117,40 ;
FG1UH;LS32 SMAH1 A2+2;INTERR.SEZIONATORE 2 POLI FONDOQUADRO MODULARE 50A 600Vdc 13A 1000Vdc MAN.NERA LUCCHETTABILE; 	132,50 ;
Interruttori Sezionatori - 4 Poli - Serie LS per Fotovoltaico;;;;
FG1WE;LS16 SMA A4;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 16A 600Vdc 16A 1000Vdc MAN.NERA; 	81,28 ;
FG1WG;LS25 SMA A4;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 25A 600Vdc 25A 1000Vdc MAN.NERA; 	100,80 ;
FG1WH;LS32 SMA A4;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 32A 600Vdc 32A 1000Vdc MAN.NERA; 	119,00 ;
FG1WK;LS16 SMA A4+2;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 16A 600Vdc 16A 1000Vdc MAN.NERA; 	203,10 ;
FG1WL;LS25 SMA A4+2;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 45A 600Vdc 45A 1000Vdc MAN.NERA; 	242,30 ;
FG1WM;LS32 SMA A4+2;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 58A 600Vdc 58A 1000Vdc MAN.NERA; 	277,10 ;
FG1ZR;LS16 SMAH1 A4;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 16A 600Vdc 16A 1000Vdc MAN.NERA LUCCHETTABILE; 	88,80 ;
FG1ZT;LS25 SMAH1 A4;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 25A 600Vdc 25A 1000Vdc MAN.NERA LUCCHETTABILE; 	109,90 ;
FG1ZU;LS32 SMAH1 A4;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 32A 600Vdc 32A 1000Vdc MAN.NERA LUCCHETTABILE; 	128,00 ;
FG1ZW;LS16 SMAH1 A4+2;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 29A 600Vdc 29A 1000Vdc MAN.NERA LUCCHETTABILE; 	219,80 ;
FG1ZX;LS25 SMAH1 A4+2;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 45A 600Vdc 45A 1000Vdc MAN.NERA LUCCHETTABILE; 	260,20 ;
FG1ZY;LS32 SMAH1 A4+2;INTERR.SEZIONATORE 4 POLI FONDOQUADRO MODULARE 58A 600Vdc 58A 1000Vdc MAN.NERA LUCCHETTABILE; 	290,50 ;
Portafusibili e Fusibili 10x38 per Fotovoltaico ;;;;
FG2AB;485150;PORTAFUSIBILE SEZIONABILE 1P (1 Mod.) GR.10x38 1000V DC PER FOTOVOLTAICO; 	6,57 ;
FG2AE;485151;PORTAFUSIBILE SEZIONABILE 2P (2 Mod.) GR.10x38 1000V DC PER FOTOVOLTAICO; 	13,65 ;
FG2CC;491602;FUSIBILE GR. 10,3X38 CARATTERISTICA GR 2A 1000V DC PER FOTOVOLTAICO   Minimo ordinabile n°10 pezzi; 	9,84 ;
FG2CE;491605;FUSIBILE GR. 10,3x38 CARATTERISTICA gR 4A 1000V DC PER FOTOVOLTAICO   Minimo ordinabile n°10 pezzi; 	9,84 ;
FG2CG;491610;FUSIBILE GR. 10,3x38 CARATTERISTICA gR 6A 1000V DC  PER FOTOVOLTAICO   Minimo ordinabile n°10 pezzi; 	9,84 ;
FG2CJ;491615;FUSIBILE GR. 10,3x38 CARATTERISTICA gR 8A 1000V DC PER FOTOVOLTAICO   Minimo ordinabile n°10 pezzi; 	9,84 ;
FG2CL;491620;FUSIBILE GR. 10,3x38 CARATTERISTICA gR 10A 1000V DC PER FOTOVOLTAICO   Minimo ordinabile n°10 pezzi; 	9,84 ;
FG2CN;491625;FUSIBILE GR. 10,3x38 CARATTERISTICA gR 12A 1000V DC PER FOTOVOLTAICO   Minimo ordinabile n°10 pezzi; 	9,84 ;
FG2CQ;491630;FUSIBILE GR. 10,3x38 CARATTERISTICA gR 16A 1000V DC PER FOTOVOLTAICO   Minimo ordinabile n°10 pezzi; 	9,84 ;
FG2CS;491635;FUSIBILE GR. 10,3x38 CARATTERISTICA gR 20A 1000V DC PER FOTOVOLTAICO   Minimo ordinabile n°10 pezzi; 	9,84 ;
Scaricatori Sovratensioni - Serie IS per Fotovoltaico;;;;
FG3AC;ZL-SF/600;SCARICATORE DI SOVRATENSIONE PER FOTOVOLTAICO 20kA (Nom.) 40kA (Max) 600Vcc gruppo C 2 moduli  In Esaurimento; 	139,80 ;
FG3AE;ZL-SF/600-T;SCARICATORE DI SOVRATENSIONE PER FOTOVOLTAICO 20kA (Nom.) 40kA (Max) 600Vcc con contatto aux gruppo C 2 moduli  In Esaurimento; 	156,80 ;
FG3AV;ZL-SFV/1100;SCARICATORE DI SOVRATENSIONE PER FOTOVOLTAICO 20kA (Nom.) 40kA (Max) 1100Vcc CLASSE C 3 moduli  In Esaurimento; 	187,20 ;
A3CZA;IS01121100;SCARICATORE DI SOVRATENSIONE PER FOTOVOLTAICO CL.C 20/40kA 1100V 3 moduli; 	193,10 ;
A3CZE;IS01121501;SCARICATORE DI SOVRATENSIONE PER FOTOVOLTAICO CL.C 20/30kA 1500V con contatto aux 3 moduli; 	259,80 ;
Sistema di Protezione Interfaccia - Serie ZC per Fotovoltaico;;;;
FG3SP;BY2537;SISTEMA PROTEZIONE INTERFACCIA; 	731,80 ;
FG3SR;TEST REP;TEST REPORT SISTEMA PROTEZIONE INTERFACCIA; 	550,00 ;
FG3UP;ZE-UPS/S;UPS STATICO 230VCA 5 SEC. PER SPI; 	785,20 ;
INTERRUTTORI SEZIONATORI DI POTENZA E COMMUTATORI A CAMME;;;;
Interruttori Sezionatori di Emergenza  - Montaggio da Incasso - 3 Poli - Man Giallo/Rossa 2 Lucchetti;;;;
G10AQ;LTS20 EHN1 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 20A 5,5kW 2 LUCCHETTI IP65; 	36,53 ;
G10AR;LTS25 EHN1 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 25A 7,5kW 2 LUCCHETTI IP65; 	39,97 ;
G10AT;LTS32 EHN1 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 32A 11kW 2 LUCCHETTI IP65; 	44,10 ;
G11BX;LT 40 EHN1 A3;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 40A 2 LUCCHETTI In Esaurimento; 	37,16 ;
G10AW;LTS40 EHN1 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 40A 15kW 2 LUCCHETTI IP65; 	52,61 ;
G11BZ;LT 50 EHN1 A3;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 50A 2 LUCCHETTI In Esaurimento; 	45,36 ;
G10AZ;LTS63 EHN1 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 63A 22kW 2 LUCCHETTI IP65; 	62,62 ;
G10A3;LTS80 EHN1 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 80A 22kW 2 LUCCHETTI IP65; 	87,22 ;
Interruttori Sezionatori di Emergenza - Montaggio da Incasso - 3 Poli - Man Giallo/Rossa 3 Lucchetti;;;;
G10BE;LTS20 EHN4 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 20A 5,5kW 3 LUCCHETTI IP65; 	31,01 ;
G10BH;LTS32 EHN4 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 32A 11kW 3 LUCCHETTI IP65; 	47,79 ;
G10BL;LTS40 EHN4 A3            ;INTERR. SEZION. EMERG. INCASSO MAN GIALLO/ROSSA 3 POLI 40A 15kW 3 LUCCHETTI IP65; 	57,02 ;
